3.500	4.1984017431143
3.565	4.1943826393624
3.630	4.1905599414456
3.695	4.1869186280123
3.760	4.1834450524691
3.825	4.1801267933079
3.890	4.1769525232609
3.955	4.1739118946058
4.020	4.1709954383639
4.085	4.168194475489
4.150	4.1655010384312
4.215	4.1629078017037
4.280	4.1604080202848
4.345	4.1579954748506
4.410	4.1556644229848
4.475	4.1534095556234
4.540	4.1512259581004
4.605	4.1491090752427
4.670	4.1470546800388
4.735	4.1450588454654
4.800	4.1431179191116
4.865	4.1412285002872
4.930	4.1393874193376
4.995	4.1375917189257
5.060	4.1358386370682
5.125	4.1341255917404
5.190	4.132450166884
5.255	4.1308100996749
5.320	4.12920326892
5.385	4.1276276844716
5.450	4.1260814775569
5.515	4.1245628919337
5.580	4.1230702757913
5.645	4.1216020743265
5.710	4.1201568229302
5.775	4.1187331409278
5.840	4.1173297258223
5.905	4.1159453479944
5.970	4.1145788458185
6.035	4.1132291211571
6.100	4.1118951352013
6.165	4.1105759046262
6.230	4.1092704980347
6.295	4.107978032665
6.360	4.1066976713399
6.425	4.1054286196374
6.490	4.104170123264
6.555	4.1029214656158
6.620	4.1016819655097
6.685	4.1004509750739
6.750	4.0992278777828
6.815	4.0980120866263
6.880	4.0968030424029
6.945	4.0956002121265
7.010	4.0944030875393
7.075	4.093211183722
7.140	4.092024037794
7.205	4.0908412076977
7.270	4.0896622710599
7.335	4.0884868241257
7.400	4.0873144807584
7.465	4.0861448715021
7.530	4.0849776427016
7.595	4.0838124556755
7.660	4.0826489859402
7.725	4.0814869224796
7.790	4.0803259670582
7.855	4.0791658335749
7.920	4.0780062474545
7.985	4.0768469450735
8.050	4.0756876732206
8.115	4.0745281885859
8.180	4.0733682572804
8.245	4.0722076543814
8.310	4.0710461635039
8.375	4.069883576395
8.440	4.0687196925509
8.505	4.0675543188538
8.570	4.06638726923
8.635	4.0652183643239
8.700	4.0640474311915
8.765	4.0628743030086
8.830	4.0616988187946
8.895	4.0605208231505
8.960	4.0593401660108
9.025	4.0581567024071
9.090	4.0569702922448
9.155	4.05578080009
9.220	4.0545880949677
9.285	4.0533920501697
9.350	4.0521925430716
9.415	4.0509894549596
9.480	4.0497826708648
9.545	4.048572079406
9.610	4.0473575726399
9.675	4.0461390459179
9.740	4.0449163977505
9.805	4.0436895296776
9.870	4.0424583461443
9.935	4.0412227543837
10.00	4.0399826643037
